tradition,attribute,dark_magic,name,area,target,duration,requirement,description,utility_or_attack,book,page_number,spell_level,image_path,source_pdf,pdf_page
Primal,Will,no,Pounce,,,,You must be under the eff ects of the beast within spell.,"You move up to twice your Speed. At any point during this movement, you can make an attack with an unarmed strike or natural weapon against a target within your reach, using Will in place of the attribute the attack normally uses. On a success, the target takes the attack's damage plus 4d6 extra damage and falls prone.",ATTACK,SHADOW,136,3,extracted_images/primal_pounce_p18.png,SotDL - Spell Cards - Primal.pdf,18
Primal,Will,no,Call of the Wild,,Up to five creatures within short range,1 minute,,"The targets acquire bestial traits. For the duration, each target gains a +10 bonus to Health and a +2 bonus to Speed, and deals 1d6 extra damage with its attacks using unarmed strikes and natural weapons.",UTILITY,SHADOW,136,4,extracted_images/primal_call_of_the_wild_p20.png,SotDL - Spell Cards - Primal.pdf,20
Primal,Will,no,Call Huge Animal,"A cube of space, 3 yards on a side, originating from a point within medium range and resting on a solid surface",,1 hour,,"This spell works like call small animal, except that acompelled huge animal, large animal, or medium animal appears in the area. A large or medium animal can have one of the following traits: climber, flier, poisonous, or swimmer.",UTILITY,SHADOW,136,5,extracted_images/primal_call_huge_animal_p22.png,SotDL - Spell Cards - Primal.pdf,22
Protection,Intellect,no,Magic Lock,,"One object within short range that can be opened or closed such as a door, chest, or window",1 minute,,"The target closes and locks. For the duration, it cannot be opened by nonmagical means by a creature other than you, although it can be destroyed.",UTILITY,SHADOW,137,0,extracted_images/protection_magic_lock_p02.png,SotDL - Spell Cards - Protection.pdf,2
Protection,Intellect,no,Secure Site,A sphere with a 10-yard radius centered on a point you can reach,,6 hours,,"An invisible field springs into existence along the circumference of the area. For the duration, you know whenever a Size 1/2 or larger creature moves into the area from outside it. This knowledge wakes you if you are asleep.",UTILITY,SHADOW,137,0,extracted_images/protection_secure_site_p04.png,SotDL - Spell Cards - Protection.pdf,4
Protection,Intellect,no,Evade,,,,,"You move up to four times your Speed without triggering free attacks. Triggered You can use a triggered action to cast his spell when you take damage. If you do, you instead move up to twice your Speed without triggering free attacks.",UTILITY,SHADOW,137,1,extracted_images/protection_evade_p06.png,SotDL - Spell Cards - Protection.pdf,6
Protection,Intellect,no,Force Field,,,1 minute; see the eff ect,,"An invisible field of force surrounds you and moves with you. The field has Health 10. For the duration, when you would take damage, the field takes the damage instead. If the field's damage total equals its Health, the eff ect ends immediately.",UTILITY,SHADOW,137,1,extracted_images/protection_force_field_p08.png,SotDL - Spell Cards - Protection.pdf,8
Protection,Intellect,no,Sanctuary,,One creature you can reach,1 minute; see the eff ect,,"You touch the target, causing it to become hidden from all creatures for the duration. The eff ect ends immediately when the target attacks.",UTILITY,SHADOW,137,1,extracted_images/protection_sanctuary_p10.png,SotDL - Spell Cards - Protection.pdf,10
Protection,Intellect,no,Vigilance,,One creature you can reach,4 hours,,"You touch the target, granting it heightened readiness and awareness. For the duration, the target makes Perception challenge rolls with 1 boon and cannot be charmed, compelled, frightened, surprised, or put to sleep by magic.",UTILITY,SHADOW,137,2,extracted_images/protection_vigilance_p12.png,SotDL - Spell Cards - Protection.pdf,12
Protection,Intellect,no,Vigor,,One creature you can reach,1 hour,,"You touch the target, granting it a +10 bonus to Health for the duration.",UTILITY,SHADOW,137,2,extracted_images/protection_vigor_p14.png,SotDL - Spell Cards - Protection.pdf,14
Protection,Intellect,no,Protection from Spells,,One creature you can reach,1 hour,,"You touch the target and grant it protection from spells for the duration. Until the eff ect ends, creatures attacking the target with spells make the attack rolls with 1 bane As well, the target makes challenge rolls with 1 boon to resist a spell's eff ect.",UTILITY,SHADOW,137,3,extracted_images/protection_protection_from_spells_p16.png,SotDL - Spell Cards - Protection.pdf,16
Protection,Intellect,no,Protective Field,A sphere with a 3-yard radius centered on a point you can reach,,1 minute,,"An immobile, invisible barrier springs into existence along the circumference of the area and remains for the duration. When you cast the spell, you designate any number of cretures within medium range of you. Designated creatures can freely move and make attacks through the barrier. No other creature can move through the barrier or make attacks with melee weapons against targets on the other side.",UTILITY,SHADOW,137,3,extracted_images/protection_protective_field_p18.png,SotDL - Spell Cards - Protection.pdf,18
Protection,Intellect,no,Invulnerability,,One creature you can reach,"Concentration, up to 1 minute",,"You touch the target, making it immune to all damage for the duration.",UTILITY,SHADOW,137,4,extracted_images/protection_invulnerability_p20.png,SotDL - Spell Cards - Protection.pdf,20
Protection,Intellect,no,Globe of Negation,A sphere with a 5-yard radius centered on a point you can reach,,1 minute,,"An immobile, invisible barrier springs into existence along the circumference of the area and remains for the duration. Attack rolls with spells of rank 5 or lower against targets behind the barrier automatically get failures. As well, the area within the barrier is excluded from the area of any spell of rank 5 or lower. Finally, spells cast from within the barrier cannot have origin points beyond the barrier's edge.",UTILITY,SHADOW,138,5,extracted_images/protection_globe_of_negation_p22.png,SotDL - Spell Cards - Protection.pdf,22
Rune,Intellect,no,Rune of Finding,,One creature or object you can reach,1 hour,,You touch the target and leave behind a sigil that remains for the duration. You always know the exact location of the creature or object bearing the sigil.,UTILITY,SHADOW,138,0,extracted_images/rune_rune_of_finding_p02.png,SotDL - Spell Cards - Rune.pdf,2
Rune,Intellect,no,Translate Anything,,,1 minute,,"For the duration, you can read any writing you see.",UTILITY,SHADOW,138,0,extracted_images/rune_translate_anything_p04.png,SotDL - Spell Cards - Rune.pdf,4
Rune,Intellect,no,Brand of Doom,,One creature within short range,,,"Make an Intellect attack roll against the target's Agility. On a success, you bind a rune to the target for 1 minute. Once per round for the duration, when the target takes damage, it takes 1d6 extra damage from the rune.",ATTACK,SHADOW,138,1,extracted_images/rune_brand_of_doom_p06.png,SotDL - Spell Cards - Rune.pdf,6
Rune,Intellect,no,Glyph of Fire,,A point in space within short range,1 minute,,"A fiery glyph appears on the target for the duration. When you cast the spell, and at the end of each round for the duration, the glyph looses flames that spread out through a 2-yard-radius sphere centered on a point in the target's space, dealing 1d6 + 2 damage to everything in the area. Each creature in the area must make an Agility challenge roll with 1 bane, taking no damage on a success.",UTILITY,SHADOW,138,1,extracted_images/rune_glyph_of_fire_p08.png,SotDL - Spell Cards - Rune.pdf,8
Rune,Intellect,no,Runic Shield,,One shield you can reach,1 minute,,You inscribe a rune on the target that remains for the duration. Creatures making attacks with weapons against the target's bearer make the attack rolls with 1 bane.,UTILITY,SHADOW,138,1,extracted_images/rune_runic_shield_p10.png,SotDL - Spell Cards - Rune.pdf,10
Rune,Intellect,no,Gliphic Prison,,One creature you can see within medium range,1 minute,,"A ring of blazing glyphs surrounds the target and remains in place for the duration. If the target leaves that space and passes through the runes, it must make a Strength challenge roll with 1 bane. It takes 6d6 damage on a failure, or half the damage on a success.",ATTACK,SHADOW,138,2,extracted_images/rune_gliphic_prison_p12.png,SotDL - Spell Cards - Rune.pdf,12
Rune,Intellect,no,Rune of Concealment,,One creature you can reach,1 hour,,"You touch the target, and a rune appears on it. For the duration, the target cannot be perceived by magic, and if it is in an obscured area at the end of the round, it automatically becomes hidden until it uses an action or moves.",UTILITY,SHADOW,138,2,extracted_images/rune_rune_of_concealment_p14.png,SotDL - Spell Cards - Rune.pdf,14
Rune,Intellect,no,Sigil Trap,,A circle with a 4-yard radius centered on a point on the ground within medium range,1 minute,,"A rune appears at the origin point and remains for the duration. When a creature moves into the area from outside it, and at the end of each round for the duration, crackling lightning spreads out from the rune, dealing 2d6 damage to everything in the area. Each creature in the area must make an Agility challenge roll. It becomes immobilized for 1 round on a failure, or just takes half the damage on a success.",UTILITY,SHADOW,138,3,extracted_images/rune_sigil_trap_p16.png,SotDL - Spell Cards - Rune.pdf,16
Rune,Intellect,no,Rune of Might,,One creature you can reach,1 minute,,"A gleaming rune appears on the target where you touch it. For the duration, the target makes Strength attack rolls and challenge rolls with 2 boons, and its attacks with melee weapons deal 2d6 extra damage.",UTILITY,SHADOW,139,3,extracted_images/rune_rune_of_might_p18.png,SotDL - Spell Cards - Rune.pdf,18
Rune,Intellect,no,Runic Weapon,,One weapon you can reach,1 minute,,"You inscribe a gleaming rune on the target weapon. For the duration, attacks using that weapon deal 3d6 extra damage.",UTILITY,SHADOW,139,4,extracted_images/rune_runic_weapon_p20.png,SotDL - Spell Cards - Rune.pdf,20
Rune,Intellect,no,Rune of Power,,One creature you can reach,1 hour,,"A gleaming rune appears on the target where you touch it. For the duration, the target makes attack rolls and challenge rolls with 2 boons, gains a +20 bonus to Health, and deals 1d6 extra damage on any attack that deals damage.",UTILITY,SHADOW,139,5,extracted_images/rune_rune_of_power_p22.png,SotDL - Spell Cards - Rune.pdf,22
Shadow,Intellect,no,Nightfall Blade,,,1 minute; see the effect,,"Wisps of darkness form a solid blade in your hand that remains for the duration or until it leaves your hand. The blade functions as an off-hand swift weapon with the finesse property that deals 1d6 damage. It deals 1d6 extra damage when you get a success on an attack roll against a target in an area obscured by shadows or darkness. When you cast this spell, you can make an attack with the blade created by this spell.",UTILITY,SHADOW,139,0,extracted_images/shadow_nightfall_blade_p02.png,SotDL - Spell Cards - Shadow.pdf,2
Shadow,Intellect,no,Wall of Darkness,"A circle with a 2-yard radius, with any orientation, centered on a point within medium range",,1 minute,,"The area becomes opaque for the duration and totally obscures everything within or behind it, blocking all light created by natural sources.",UTILITY,SHADOW,139,0,extracted_images/shadow_wall_of_darkness_p04.png,SotDL - Spell Cards - Shadow.pdf,4
Shadow,Intellect,no,Darkness,A sphere with a 5-yard radius centered on a point within short range,,1 minute,,"Inky darkness fills the area, totally obscuring it for the duration. The darkness cancels all light from natural sources and that created by rank 0 spells, and it blocks all nonmagical vision other than truesight. If you cast this spell on an object you touch, the area of darkness moves with it. If you completely cover the object, the spell's eff ect is suppressed until it is no longer covered.",UTILITY,SHADOW,139,1,extracted_images/shadow_darkness_p06.png,SotDL - Spell Cards - Shadow.pdf,6
Shadow,Intellect,no,Darksight,,One creature you can touch,1 hour,,"You touch the target, which gains darksight for the duration.",UTILITY,SHADOW,139,1,extracted_images/shadow_darksight_p08.png,SotDL - Spell Cards - Shadow.pdf,8
Shadow,Intellect,no,Shadow Dart,,One creature within medium range,,,"A missile of inky darkness leaps from your hand. Make an Intellect attack roll against the target's Agility. On a success, the target takes 2d6 damage and makes Perception challenge rolls with 3 banes for 1 minute.",ATTACK,SHADOW,139,1,extracted_images/shadow_shadow_dart_p10.png,SotDL - Spell Cards - Shadow.pdf,10
Shadow,Intellect,no,Shadow Monster,"A cube, 1 yard on a side, originating from a point within medium range",,1 minute,,"T reads of darkness gather in the area to form a compelled medium monster with the flier trait. The shadow monster can have any appearance you choose. If it becomes incapacitated, the eff ect ends.",UTILITY,SHADOW,139,2,extracted_images/shadow_shadow_monster_p12.png,SotDL - Spell Cards - Shadow.pdf,12
Shadow,Intellect,no,Shadow Stride,,,1 minute,,"For the duration, when you enter a space obscured by shadows or darkness, you can instantly exit from an open space obscured by shadows or darkness within medium range of the space you entered. You can move in this way once per round.",UTILITY,SHADOW,139,2,extracted_images/shadow_shadow_stride_p14.png,SotDL - Spell Cards - Shadow.pdf,14
Shadow,Intellect,no,Black Bolts of the Underworld,,Up to three creatures within medium range,,,"T ree missiles of seething darkness leap from your hand, divided as you choose among the targets. For each missile, make an Intellect attack roll against the target's Agility. On a success, the target takes 2d6 damage and is moved 1d6 yards away from you. Attack Roll 20+ The target takes 1d6 extra damage.",ATTACK,SHADOW,139,3,extracted_images/shadow_black_bolts_of_the_underworld_p16.png,SotDL - Spell Cards - Shadow.pdf,16
Shadow,Intellect,no,Shadow Magic,,,,,"Choose one of your rank 2 or lower spells from a tradition other than Shadow. You cast the spell without expending a casting, even if you have no castings of that spell remaining.",UTILITY,SHADOW,139,3,extracted_images/shadow_shadow_magic_p18.png,SotDL - Spell Cards - Shadow.pdf,18
Shadow,Intellect,no,Dark Portals,"Six cubes, each 1 yard on a side, within long range",,1 minute,,"Darkness fills each cube, totally obscuring its space and blocking all nonmagical vision other than truesight. Assign a number, from 1 to 6, to each cube. When a creature enters one of the cubes, it must make an Intellect challenge roll to choose which cube it exits. On a success, the creature instantly exits into an open space from the chosen cube. On a failure, the creature rolls a d6 to determine the cube from which it exits. In either case, the creature decides in which direction it exits the cube.",UTILITY,SHADOW,140,4,extracted_images/shadow_dark_portals_p20.png,SotDL - Spell Cards - Shadow.pdf,20
Shadow,Intellect,no,Enervation,,One living creature within long range,,,"A black beam leaps from the palm of your hand. Make an Intellect attack roll against the target's Agility. On a success, the target takes a –20 penalty to Health for 1 hour. While this penalty applies, the target is also impaired. Attack Roll 20+ The penalty is instead –30.",ATTACK,SHADOW,140,5,extracted_images/shadow_enervation_p22.png,SotDL - Spell Cards - Shadow.pdf,22
Song,Will,no,Project Voice,,,1 minute,,"For the duration, anything you say or sing can be heard up to 1 mile away.",UTILITY,SHADOW,140,0,extracted_images/song_project_voice_p02.png,SotDL - Spell Cards - Song.pdf,2
Song,Will,no,Song of Friendship,,Each creature you choose within short range that can hear you,,,"You concentrate for 1 minute, during which time you sing. When you finish, each target must make a Will challenge roll. On a failure, it becomes charmed for 1 hour or until it takes damage.",ATTACK,SHADOW,140,0,extracted_images/song_song_of_friendship_p04.png,SotDL - Spell Cards - Song.pdf,4
Song,Will,no,Song of Courage,,Each creature you choose within short range that can hear you,1 minute,,"For the duration, each target cannot become charmed, compelled, or frightened while it remains within short range of you and can hear you. The eff ect ends immediately if you stop singing or cast another spell.",UTILITY,SHADOW,140,1,extracted_images/song_song_of_courage_p06.png,SotDL - Spell Cards - Song.pdf,6
Song,Will,no,Song of Inspiration,,,1 minute,,"When you cast the spell, and on each of your turns for the duration, choose one creature within short range of you that can hear you. The target makes its next attack roll or challenge roll with 2 boons. The eff ect ends immediately if you stop singing or cast another spell.",UTILITY,SHADOW,140,1,extracted_images/song_song_of_inspiration_p08.png,SotDL - Spell Cards - Song.pdf,8
Song,Will,no,Song of Valor,,,1 minute,,"When you cast the spell and on each of your turns for the duration, choose one creature within short range of you that can hear you. The target deals 1d6 extra damage with weapon attacks for 1 round. The eff ect ends immediately if you stop singing or cast another spell.",UTILITY,SHADOW,140,1,extracted_images/song_song_of_valor_p10.png,SotDL - Spell Cards - Song.pdf,10
Song,Will,no,Song of Captivation,,,"Concentration, up to 1 minute",,"When you cast the spell, and when you usean action to concentrate on it, choose one creature within short range that can hear you. The target must get a success on a Will challenge roll or become charmed for the duration. While charmed in this way, the creature can take only slow turns and must move toward you on its turn if it is more than 10 yards from you. The eff ect ends immediately if you stop singing or cast another spell.",ATTACK,SHADOW,140,2,extracted_images/song_song_of_captivation_p12.png,SotDL - Spell Cards - Song.pdf,12
Song,Will,no,Song of Healing,,Each creature you choose within short range that can hear you,,,"You concentrate for 1 minute, during which time you sing. When you finish, each target that was within short range of you for the entire performance heals damage equal to its healing rate.",UTILITY,SHADOW,141,2,extracted_images/song_song_of_healing_p14.png,SotDL - Spell Cards - Song.pdf,14
Song,Will,no,Song of Ribaldry,,,"Concentration, up to 1 minute",,"When you cast the spell, and when you use an action to concentrate on it, choose one creature within short range that can hear you. The target must make a Will challenge roll. It becomes immune to this casting of the spell on a success, or becomes impaired for the duration on a failure. While impaired in this way, the creature is also slowed.",ATTACK,SHADOW,141,3,extracted_images/song_song_of_ribaldry_p16.png,SotDL - Spell Cards - Song.pdf,16
Song,Will,no,Song of Dread,,,"Concentration, up to 1 minute",,"When you cast the spell, and when you use an action to concentrate on it, choose one creature within short range that can hear you. The target must make a Will challenge roll. It becomes immune to this casting of the spell on a success, or becomes frightened for the duration on a failure. While frightened in this way, the creature must use its action on each turn to rush away from you by the safest available route. If the creature cannot hear you at the end of the round, it removes this affl iction.",ATTACK,SHADOW,141,3,extracted_images/song_song_of_dread_p18.png,SotDL - Spell Cards - Song.pdf,18
Song,Will,no,Song of Slumber,,,"Concentration, up to 1 minute",,"When you cast the spell, and when you use an action to concentrate on it, choose one creature within short range that can hear you. The target must make a Will challenge roll. It becomes immune to this casting of the spell on a success, or becomes slowed for the duration on a failure. While slowed in this way, the creature is also fatigued. If the creature cannot hear you at the end of the round, it removes these affl ictions. If the target is already slowed, it instead falls asleep for 1 hour.",ATTACK,SHADOW,141,4,extracted_images/song_song_of_slumber_p20.png,SotDL - Spell Cards - Song.pdf,20
Song,Will,no,Song of Heroes,,Up to three creatures within short range that can hear you,1 minute,,"For the duration, or until it can no longer hear you, each target gains a +20 bonus to Health and a +2 bonus to Speed, and makes attack rolls and challenge rolls with 2 boons. The eff ect ends immediately if you stop singing or cast another spell.",ATTACK,SHADOW,141,5,extracted_images/song_song_of_heroes_p22.png,SotDL - Spell Cards - Song.pdf,22
Storm,Will,no,Fog,"A cylinder, 3 yards tall with a 5-yard radius, centered on a point within medium range",,1 hour; see the eff ect,,Fog spreads through and partially obscures the area for the duration or until dispersed by wind.,UTILITY,SHADOW,141,0,extracted_images/storm_fog_p02.png,SotDL - Spell Cards - Storm.pdf,2
Storm,Will,no,Shock,,One creature within short range,,,"Make a Will attack roll against the target's Agility. You make the attack roll with 1 boon if the target is wearing metal or is made from metal. On a success, the target takes 1d6 damage. Attack Roll 20+ The target also becomes dazed until the end of the round.",ATTACK,SHADOW,141,0,extracted_images/storm_shock_p04.png,SotDL - Spell Cards - Storm.pdf,4
Storm,Will,no,Forked Lightning,,Up to two creatures or objects within short range of each other and within medium range of you,,,"For each target, make a Will attack roll against its Agility. You make the attack roll with 1 boon if the target is wearing metal or is made from metal. On a success, the target takes 1d6 + 2 damage. Attack Roll 20+ The target takes 1d6 extra damage.",ATTACK,SHADOW,141,1,extracted_images/storm_forked_lightning_p06.png,SotDL - Spell Cards - Storm.pdf,6
Storm,Will,no,Freezing Fog,"A cylinder, 3 yards tall with a 5-yard radius, centered on a point within medium range",,1 minute; see the eff ect,,"Fog spreads through and partially obscures the area for the duration or until dispersed by wind. The ground in the area becomes slippery and is diffi cult terrain until the eff ect ends. Any creature in the area when you cast the spell or at the end of a round for the duration must make a Strength challenge roll. On a failure, it takes 1d3 damage and becomes slowed for 1 round.",ATTACK,SHADOW,141,1,extracted_images/storm_freezing_fog_p08.png,SotDL - Spell Cards - Storm.pdf,8
Storm,Will,no,St. Astrid's Flame,,Up to three creatures or objects within short range,1 minute,,"Harmless green flames envelop each target for the duration. Each target sheds light in a 1-yard radius and cannot become invisible or hidden from creatures that can see it, and creatures make attack rolls against it with 1 boon.",UTILITY,SHADOW,141,1,extracted_images/storm_st_astrid_s_flame_p10.png,SotDL - Spell Cards - Storm.pdf,10
Storm,Will,no,Call Lightning,,A point on the ground within long range,,You must be outdoors.,"A bolt of lightning strikes the target from the sky and deals 3d6 + 5 damage to everything within 3 yards of that point. Each creature that takes damage in this way must make a Strength challenge roll. It becomes deafened for 1 hour on a failure, or just takes half the damage on a success. Sacrifi ce You can expend a casting of this spell to cast forked lightning.",ATTACK,SHADOW,141,2,extracted_images/storm_call_lightning_p12.png,SotDL - Spell Cards - Storm.pdf,12
Storm,Will,no,Poison Fog,"A cylinder, 2 yards tall with a 5-yard radius, centered on a point within medium range",,1 minute; see the eff ect,,"Purple fog spreads through and heavily obscures the area for the duration or until dispersed by wind. The fog is heavier than air, so it settles into cracks and openings in the ground below it. At the end of each round for the duration, roll a d6. If the number is even, the cloud moves half that many yards away from you. When the fog appears and at the end of each round for the duration, each creature in the area must get a success on a Strength challenge roll or take 1d6 damage and become poisoned for 1 round. While poisoned in this way, the creature is also immobilized.",ATTACK,SHADOW,141,2,extracted_images/storm_poison_fog_p14.png,SotDL - Spell Cards - Storm.pdf,14
Storm,Will,no,Hailstorm,"A cylinder, 2 yards tall with a 5-yard radius, centered on a point within long range",,1 minute,,"Hail falls from clouds that spread through the area and remain for the duration, partially obscuring the area below. For the duration, creatures in the area and within 5 yards of the area's edge are deafened. The ground in the area becomes diffi cult terrain until the hail melts. When you cast the spell, and at the end of each round for the duration, the hail deals 3d6 damage to anything in the area that does not have shelter. Each creature that takes damage in this way must make an Agility challenge roll. It falls prone on a failure, or just takes half the damage on a success.",ATTACK,SOTDL,142,3,extracted_images/storm_hailstorm_p16.png,SotDL - Spell Cards - Storm.pdf,16
Storm,Will,no,Lightning Bolt,"A line, 30 yards long and 1 yard wide, originating from a point you can reach",,,,"Lightning travels 5d6 yards along the area. If it encounters a solid object before it reaches the end of the line, the bolt rebounds and travels back toward you in a straight line up to the remaining distance. The lightning deals 5d6 damage to everything in the area. Each creature in the area must make an Agility challenge roll, with 1 bane if it is made from metal or wearing heavy armor. A creature in the path of a rebounding lightning bolt makes the roll twice. On a success, the creature takes half the damage.",ATTACK,SHADOW,142,3,extracted_images/storm_lightning_bolt_p18.png,SotDL - Spell Cards - Storm.pdf,18
Storm,Will,no,Acid Rain,"A cylinder, 2 yards tall with a 5-yard radius, centered on a point within long range",,1 minute,,"Acidic green rain falls from clouds that spread through the area and remain for the duration, partially obscuring the area below. When you cast the spell, and at the end of each round for the duration, the rain deals 5d6 damage to each creature in the area that does not have shelter. Each creature that takes damage in this way must make a Strength challenge roll, taking half the damage on a success.",ATTACK,SHADOW,142,4,extracted_images/storm_acid_rain_p20.png,SotDL - Spell Cards - Storm.pdf,20
Storm,Will,no,Leaping Lightning,,One creature within long range; see the eff ect,,,"You hurl lightning at the target. Make a Will attack roll against its Agility. You make the attack roll with 1 boon if the target is wearing metal or is made from metal. On a success, the target takes 8d6 damage, and you can repeat the attack against a diff erent target within long rage of the first. Each time you do so, you must choose a target you have not attacked with this casting of the spell and reduce the damage dealt by 2d6. When the number of damage dice drops to 0, the eff ect ends.",ATTACK,SHADOW,142,5,extracted_images/storm_leaping_lightning_p22.png,SotDL - Spell Cards - Storm.pdf,22
Technomancy,Intellect,no,Jury-rig,,"One Size 2 or smaller object that has 1 or more damage, but is not destroyed, that you can reach",,,"You touch the target, removing 1d6 damage from it.",UTILITY,SHADOW,142,0,extracted_images/technomancy_jury_rig_p02.png,SotDL - Spell Cards - Technomancy.pdf,2
Technomancy,Intellect,no,Magic Wrench,,One creature or object within short range,,,"You create and chuck a wrench. Make an Intellect attack roll against the target's Defense. On a success, the target takes 1d6 + 1 damage and falls prone. Attack Roll 20+ The target also becomes impaired until the end of the round.",ATTACK,SHADOW,142,0,extracted_images/technomancy_magic_wrench_p04.png,SotDL - Spell Cards - Technomancy.pdf,4
Technomancy,Intellect,no,Bolt Thrower,"A cube, 1 yard on a side, originating from a point you can reach and resting on a solid surface",,1 minute,,"You create a Size 1 crossbow turret in the area. The turret has Defense 5 and Health equal to your Intellect score. It lasts for the duration or until destroyed. At the end of each round, the turret fires at one target creature or object within long range. Make an Intellect attack roll against the target's Defense. On a success, the target takes 2d6 damage. Attack Roll 20+ The target takes 1d6 extra damage.",ATTACK,SHADOW,142,1,extracted_images/technomancy_bolt_thrower_p06.png,SotDL - Spell Cards - Technomancy.pdf,6
Technomancy,Intellect,no,Caltrops,A circle on the ground with a 5-yard radius centered on a point within medium range,,1 minute,,"Jagged metal bits erupt from the origin point, covering all horizontal surfaces in the area for the duration. A creature that enters or moves across the area must get a success on an Agility challenge roll or take 1d6 + 1 damage and become slowed. If the creature was already slowed in this way, it falls prone and becomes immobilized. The creature removes this slowed or immobilized affl iction when it heals damage.",UTILITY,SHADOW,142,1,extracted_images/technomancy_caltrops_p08.png,SotDL - Spell Cards - Technomancy.pdf,8
Technomancy,Intellect,no,Sparking Shield,,,1 minute,,"You create a magical shield on your arm that remains for the duration. Once per round, when a creature attacks you with a melee weapon and gets a success, the shield sparks and the attacking creature must make an Agility challenge roll. On a failure, it takes 1d6 damage and is moved 1d3 yards away from you, falling prone at the end of this movement.",UTILITY,SHADOW,142,1,extracted_images/technomancy_sparking_shield_p10.png,SotDL - Spell Cards - Technomancy.pdf,10
Technomancy,Intellect,no,Flamethrower,,,See the eff ect,,"You create a flamethrower, a weapon that has six uses. It appears in your hands, or at your feet if you don’t have a hand free. When the last use is expended, the flamethrower crumbles into spare parts. A creature wielding the flamethrower can use an action to expend a use, which looses flames across a line, 5 yards long and 1 yard wide, from a point the creature can reach. The flames deal 2d6 damage to everything in the area; each creature in the area that gets a success on an Agility challenge roll takes half the damage. The flamethrower explodes when the creature wielding it takes damage from fire or lightning. Flames fill a sphere with a 5-yard radius originating from a point in the creature's space, dealing 1d6 damage per unexpended use to everything in the area. Each creature in the area that gets a success on an Agility challenge roll takes half the damage.",ATTACK,SHADOW,142,2,extracted_images/technomancy_flamethrower_p12.png,SotDL - Spell Cards - Technomancy.pdf,12
Technomancy,Intellect,no,Grenades,,Up to three points within short range,,,"You throw three grenades, dividing them as you choose among the targets. When a grenade reaches its target, or if it encounters a solid creature or object before then, it explodes. The explosion deals 1d6 + 1 damage from fire to everything in a sphere with a 1-yard radius centered on the target or a point within the creature's or object's space. Each creature in the area that gets a success on an Agility challenge roll takes half the damage.",ATTACK,SHADOW,143,2,extracted_images/technomancy_grenades_p14.png,SotDL - Spell Cards - Technomancy.pdf,14
Technomancy,Intellect,no,Flying Blades,,Up to three creatures or objects within medium range,,,"Five blades fly from your hand, divided as you choose among the targets. For each blade, make an Intellect attack roll against the target's Defense. On a success, the target takes 2d6 damage. Attack Roll 20+ The target takes 1d6 extra damage.",ATTACK,SHADOW,143,3,extracted_images/technomancy_flying_blades_p16.png,SotDL - Spell Cards - Technomancy.pdf,16
Technomancy,Intellect,no,Mend,,"One Size 3 or smaller object that has 1 or more damage, but is not destroyed, that you can reach",,,"You touch the target, removing all damage from it.",UTILITY,SHADOW,143,3,extracted_images/technomancy_mend_p18.png,SotDL - Spell Cards - Technomancy.pdf,18
Technomancy,Intellect,no,Powered Suit,"A cube, 3 yards on a side, originating from a point you can reach",,Until you complete a rest; see the eff ect,,"You concentrate for 1 hour, during which time you create a powered battle suit, a huge construct, in the area. The construct remains for the duration or until incapacitated. It cannot use actions or move independently; you must move into its cockpit to control it. While inside, you treat the construct's Defense and Health scores as your own, move at its Speed, and can use its attack options and actions in place of your own.",UTILITY,SHADOW,143,4,extracted_images/technomancy_powered_suit_p20.png,SotDL - Spell Cards - Technomancy.pdf,20
Technomancy,Intellect,no,Magic Item,,One object you can reach,1 hour,,"You touch the target, imbuing it with magical power. For the duration, attack rolls or challenge rolls for any task attempted with the target are made with 1 boon. If the object is a weapon, attacks with it deal 1d6 extra damage. If it is a suit of armor, the wearer gains a +1 bonus to Defense. Permanence If you expend rare ingredients worth 1 gc when you cast this spell, the eff ect instead lasts until you complete a rest. If you cast the spell this way on the same target each day for one month, one week, and one day, the eff ect becomes permanent.",UTILITY,SHADOW,143,5,extracted_images/technomancy_magic_item_p22.png,SotDL - Spell Cards - Technomancy.pdf,22
Teleportation,Intellect,no,Dismiss,,One Size 1 or smaller object you are holding,,,The target teleports to an open space within medium range.,UTILITY,SHADOW,143,0,extracted_images/teleportation_dismiss_p02.png,SotDL - Spell Cards - Teleportation.pdf,2
Teleportation,Intellect,no,Fetch,,One object you could hold in one hand that is within medium range,,,"The target teleports to your hand, or lands at your feet if your hands are full.",UTILITY,SHADOW,143,0,extracted_images/teleportation_fetch_p04.png,SotDL - Spell Cards - Teleportation.pdf,4
Teleportation,Intellect,no,Division,,One creature you can see within short range,,,"Make an Intellect attack roll against the target's Strength. On a success, the target takes 3d6 damage. If the target becomes incapacitated by this damage, pieces of its body fly apart, killing it instantly. Attack Roll 20+ The target takes 1d6 extra damage.",ATTACK,SHADOW,143,1,extracted_images/teleportation_division_p06.png,SotDL - Spell Cards - Teleportation.pdf,6
Teleportation,Intellect,no,Hole of Glory,"Two cubes, each 1 yard on a side, within medium range",,1 minute,,"A 1-foot-wide portal opens in the center of each cube and remains for the duration. The portals have no thickness; anything placed in one instantly comes out the other. When the eff ect ends, the portals close, possibly severing whatever is in them (as determined by the GM).",UTILITY,SHADOW,144,1,extracted_images/teleportation_hole_of_glory_p08.png,SotDL - Spell Cards - Teleportation.pdf,8
